Key,CompanyName,OperatingAs,Latitude,Longitude,FullAddress,FSA,PhoneNumber,FAXNumber,WebAddress,LineOfBusiness,FacilitySize,IsImporter,IsExporter,IsManufacturing,LocationType,UltimateParent,Immediate Parent,FiscalYear-End,Revenue,TotalEmployees,Employee Growth (%),EmployeesThisLocation,MarketValue,Year of Founding,PrimaryIndustry,PrimaryNAICS,,Cluster
8152,Down To Earth Labs Inc,,49.70807,-112.789511,"3510 6 Ave N, Lethbridge, Alberta, T1H 5C3",T1H,403-328-1133,,www.downtoearthlabs.com,We provide agricultural testing services in soil water plant tissue feeds fertilizer and compost. We specialize in agricultural issues and provide consultation services as well.,3369,No,No,No,SINGLE_LOCATION,,,,0.093717,1,,1,,,Farm Support Services,115112,11,Agricultural Inputs and Services
8177,Natural Way Chiropractic,,51.02219,-114.105271,"3527 18 St Sw, Calgary, Alberta, T2T 4T9",T2T,403-246-0334,,www.naturalwaychiro.ca,Ready to achieve your health goals? Our gentle chiropractic adjustments help your body heal itself naturally. Visit our website today to get started!,1184,No,No,No,SINGLE_LOCATION,,,,,3,,3,,,Chiropractors,621310,62,Local Health Services
8250,Pyramid Corporation,,52.35961,-110.246851,"36 Wheat Land Cres, Provost, Alberta, T0B 3S0",T0B,780-753-4700,780-753-4735,,Pyramid Corporation has over 38 years of extensive electrical  instrumentation and metals manufacturing experience throughout  Canada in the petroleum petro chemical mining and wood products  sectors of industry.  Our firm offers a broad ...,6921,No,Yes,No,BRANCH,PTW Energy Services Ltd,Pyramid Corporation,,,,,20,,,Electrical Contractors,238210,23,"Local Real Estate, Construction, and Development"
8412,Pyramid Corporation,,54.70257,-113.296471,"3706 53 St, Athabasca, Alberta, T9S 1B2",T9S,780-675-9234,780-675-9244,,Pyramid Corporation has over 38 years of extensive electrical  instrumentation and metals manufacturing experience throughout  Canada in the petroleum petro chemical mining and wood products  sectors of industry.  Our firm offers a broad ...,7976,No,Yes,No,BRANCH,PTW Energy Services Ltd,Pyramid Corporation,,,,,25,,,Electrical Contractors,238210,23,"Local Real Estate, Construction, and Development"
8509,Dablldo Upholstery Repair,,53.55822,-113.886141,"38 Haney Court, Spruce Grove, Alberta, T7X 0B3",T7X,780-716-3493,,www.sprucegroveupholsteryrepair.com,Dablldo Upholstery Repair will come to you for any upholstery repair on auto boat or home!  With over 10 years experience we specialize in repairing cigarette burns cuts and rips in all fabrics.,1184,No,No,No,SINGLE_LOCATION,,,,,1,,1,,,Consumer Services,811412,81,Local Commercial Services
8817,Shell Canada Limited,,51.04971,-114.07093,"400 4 Ave Sw, Calgary, Alberta, T2P 0J4",T2P,403-691-3111,403-691-8858,http://www.shell.ca,,93151,Yes,Yes,No,HEADQUARTERS,ROYAL DUTCH SHELL PLC,SHELL Petroleum N.V.,December,,,,,,1925,Petroleum Refining,211111,21,Forestry
8824,Geophysical Service Incorporated,GSI,51.04878,-114.070691,"400 5 Ave Sw Suite 400, Calgary, Alberta, T2P 0L6",T2P,403-215-2720,403-215-2724,www.geophysicalservice.com,Offshore seismic data acquisition; owns and markets non-exclusive seismic data offshore Canada and several international locations,10796,Yes,Yes,No,HEADQUARTERS,Geophysical Service Incorporated,Geophysical Service Incorporated,,248.20587,200,,34,,1992,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
8835,Gateway Mechanical Services Inc,,51.01986,-114.021111,"4001 16a St Se, Calgary, Alberta, T2G 3T5",T2G,403-265-0010,403-265-1293,www.gatewaymechanical.ca,Gateway Mechanical Services Ltd. is a division of Vector Industries Inc. The company specializes in complicated mechanical installations that incorporate industrial heating or cooling design elements. For example we design and install huge walk in ...,19214,No,Yes,No,BRANCH,Vector Industries Inc,Gateway Mechanical Services Inc,,,,,100,,,Plumbing & HVAC Contractors,238220,23,"Local Real Estate, Construction, and Development"
8864,Baker Hughes Canada Company,BAKER HUGHES INTEQ,51.044748,-114.070547,"401 9 Ave Sw Suite 1000, Calgary, Alberta, T2P 3C5",T2P,403-537-3850,403-537-3800,www.bakerhughes.com,Baker Hughes serves the worldwide oil and natural gas industry with reservoir consulting and products and services for drilling formation evaluation completion and production. We are a leading provider for high-performance technology that creates ...,48653,Yes,Yes,Yes,HEADQUARTERS,Baker Hughes Incorporated,Baker Hughes Incorporated,,193.12911,1100,,200,,1956,Industrial Equipment Wholesalers,423830,42,Distribution and Electronic Commerce
8921,Boart Longyear Canada,"SDS Drilling , Div of",50.966864,-113.976635,"4025 96 Ave Se, Calgary, Alberta, T2C 4T7",T2C,403-287-1460,403-243-0580,www.boartlongyear.com,,7976,No,Yes,No,BRANCH,Boart Longyear Canada,Boart Longyear Canada,,,,,25,,,Site Preparation Contractors,238990,23,"Local Real Estate, Construction, and Development"
8938,Skyfire Energy Inc,,51.01825,-114.045733,"4038 7 St Se, Calgary, Alberta, T2G 2Y8",T2G,403-251-0668,,www.skyfireenergy.com,SkyFire Energy is Western Canada's leading solar EPC (Engineering Procurement & Construction) providing turnkey grid tied and off grid solar electric systems for residential and commercial clients since 2001. SkyFire has completed solar ...,3003,No,No,No,SINGLE_LOCATION,,,,0.43254,5,,5,,2010,Plumbing & HVAC Contractors,238220,23,"Local Real Estate, Construction, and Development"
9038,Canadian Limousin Association,,51.08983,-114.011951,"4101 19 St Ne Unit 13, Calgary, Alberta, T2E 6X8",T2E,403-253-7309,403-253-1704,www.limousin.com,Member Canadian Beef Breeds Council,5091,No,No,No,SINGLE_LOCATION,,,,0.39485,2,,2,,1969,Farm Support Services,115210,11,Agricultural Inputs and Services
9043,Pyramid Corporation,,52.6689,-113.603841,"4101 64 St, Ponoka, Alberta, T4J 1J8",T4J,403-783-3310,403-783-3396,,Pyramid Corporation has over 38 years of extensive electrical  instrumentation and metals manufacturing experience throughout  Canada in the petroleum petro chemical mining and wood products  sectors of industry.  Our firm offers a broad ...,2497,No,Yes,No,BRANCH,PTW Energy Services Ltd,Pyramid Corporation,,4.9795,,,4,,,Electrical Contractors,238210,23,"Local Real Estate, Construction, and Development"
9216,Sakai Spice (Canada) Corporation,,49.7024839,-112.7807593,"4201 2 Ave N, Lethbridge, Alberta, T1H 0C8",T1H,403-320-9445,403-320-9446,,Manufacturer of Japanese-style low fat mustard flour,24402,Yes,Yes,No,SINGLE_LOCATION,"KARASHIYA SHIRO CO.,LTD.","KARASHIYA SHIRO CO.,LTD.",,2.66733,25,,25,,1995,Farm Support Services,115114,11,Agricultural Inputs and Services
9554,Gibson Energy ULC,,51.05166,-114.071021,"440 2 Ave Sw Suite 1700, Calgary, Alberta, T2P 5E9",T2P,403-206-4000,403-206-4001,www.gibsonenergy.com,Transportation of oil and gas products by truck pipelines etc.  Member of :  Alberta Trucking Assoc. Alberta Trucking Industry Safety Assoc.,64368,No,No,No,HEADQUARTERS,Gibson Energy Inc,Gibson Energy Inc,,7372.377587,2000,,300,,1953,Petroleum & Petroleum Products Wholesalers,424720,42,Distribution and Electronic Commerce
9558,Propak Systems Ltd,PROPAK ENERGY SERVICES,51.28842,-113.981861,"440 East Lake Rd Ne, Airdrie, Alberta, T4A 2J8",T4A,403-912-7000,403-912-7011,www.propaksystems.com,Engineers fabricators & constructors to the energy processing industry,315383,Yes,Yes,Yes,HEADQUARTERS,McPike Investments Ltd,McPike Investments Ltd,,198.2475,1100,,1000,,1976,Oil & Gas Field Equipment Manufacturing,333132,33,Production Technology and Heavy Machinery
9575,Pyramid Corporation,,55.06059,-117.279141,"4405 Hwy St, Valleyview, Alberta, T0H 3N0",T0H,780-524-2400,780-524-2115,,Pyramid Corporation has over 38 years of extensive electrical  instrumentation and metals manufacturing experience throughout  Canada in the petroleum petro chemical mining and wood products  sectors of industry.  Our firm offers a broad ...,5274,No,Yes,No,BRANCH,PTW Energy Services Ltd,Pyramid Corporation,,,,,13,,,Electrical Contractors,238210,23,"Local Real Estate, Construction, and Development"
9591,Mr Rooter Plumbing,,52.30118,-114.087961,"4410 45 Ave, Sylvan Lake, Alberta, T4S 1K6",T4S,403-887-7211,,,Our plumbers are top-notch in the plumbing and drain cleaning industry and possess the knowledge and skill to properly handle any plumbing or drain cleaning situation. We make sure our customers fully understand the job that will be done and treat ...,1033,No,No,No,SINGLE_LOCATION,,,,,1,,1,,,Plumbing & HVAC Contractors,238220,23,"Local Real Estate, Construction, and Development"
9673,Bruce Steel Erectors Ltd,,53.5038081,-113.4094998,"4450 Eleniak Rd Nw, Edmonton, Alberta, T6B 2S1",T6B,780-463-0012,780-450-8461,,Contractors - Welding Rigging Iron Workers Mechanical Labour Operators Site Services Equipment Installations Source - Piping Screw Piles Structural Steel,3003,No,No,No,SINGLE_LOCATION,,,,6.914965623,12,,12,,1987,Specialty Contractors,238290,23,"Local Real Estate, Construction, and Development"
9712,Dow Chemical Canada ULC,,51.048884,-114.065104,"450 1 St Sw Suite 2100, Calgary, Alberta, T2P 5H1",T2P,403-267-3500,403-267-3514,http://www.dow.ca,Large chemical manaufacture with operations in Alberta Ontario and Quebec.,19181,No,Yes,Yes,HEADQUARTERS,THE DOW CHEMICAL COMPANY,Dow Canada Holding LP,December,288.36,2000,,25,,1942,Plastic Resin & Synthetic Fiber Manufacturing,325998,32,Downstream Chemical Products
9805,Grimes Well Servicing Ltd,,53.48386,-113.479801,"4526 97 St Nw, Edmonton, Alberta, T6E 5N9",T6E,780-437-7871,780-437-6414,www.grimeswell.com,Well completion and workover rigs to 4500 meters.,2691,No,Yes,No,HEADQUARTERS,Grimes Well Servicing Ltd,Grimes Well Servicing Ltd,,12.03903,60,,4,,1979,Oil & Gas Well Drilling,213111,21,Oil and Gas Production and Transportation
9842,Claw Roofing Specialists,,51.092734,-114.151608,"4555 Varsity Lane Nw Suite 902, Calgary, Alberta, T3A 2V6",T3A,403-969-2439,,,Claw Roofing Specialists is home to quality roofing specialists in Calgary offering both commercial and residential roofing – including flat roofing – for all your Calgary roofing needs. Our friendly and experienced staff will help you every step ...,1033,No,No,No,SINGLE_LOCATION,,,,0.102661,1,,1,,,"Roofing, Siding, & Sheet Metal Contractors",238160,23,"Local Real Estate, Construction, and Development"
10251,Pyramid Corporation,,53.94997,-113.0993,"4806 44 St, Redwater, Alberta, T0A 2W0",T0A,780-942-2225,780-942-2006,,Pyramid Corporation has over 38 years of extensive electrical  instrumentation and metals manufacturing experience throughout  Canada in the petroleum petro chemical mining and wood products  sectors of industry.  Our firm offers a broad ...,1033,No,Yes,No,BRANCH,PTW Energy Services Ltd,Pyramid Corporation,,,,,1,,,Electrical Contractors,238210,23,"Local Real Estate, Construction, and Development"
10350,ATCO Structures & Logistics Ltd,,51.01067,-114.12617,"4838 Richard Rd Sw Suite 600, Calgary, Alberta, T3E 6L1",T3E,403-662-8500,403-727-2375,www.atcofrontec.com,"ATCO Structures & Logistics (ASL) is a diverse international company focused on:  •	Airfield services •	Camp accommodations and services   •	Remote site operations maintenance and management •	Logistics support in remote areas •	Modular ...",25220,Yes,Yes,Yes,HEADQUARTERS,ATCO Ltd,ATCO Ltd,,25.66404,,,,,2009,"Drywall, Plaster, Acoustic & Insulation Contractors",238310,23,"Local Real Estate, Construction, and Development"
10505,Parkland Fuel Corporation,,52.27797,-113.813021,"4919 59 St Suite 236, Red Deer, Alberta, T4N 6C9",T4N,403-357-6400,403-346-3015,http://www.parkland.ca,Parkland Fuel Corporation is Canada's largest independent marketer and distributor of petroleum products managing a nationwide network of sales channels. We are Canada's local fuel company delivering gasoline diesel fuel lubricants heating oil ...,32033,No,No,No,HEADQUARTERS,Parkland Fuel Corporation,Parkland Fuel Corporation,December,6473.015916,1150,,173,827.5515,1972,Petroleum & Petroleum Products Wholesalers,424720,42,Distribution and Electronic Commerce
10687,EnCana Corporation,,51.048321,-114.062755,"500 Centre St Se, Calgary, Alberta, T2G 1A6",T2G,403-645-2000,403-645-3400,http://www.encana.com,Large international oil company involved in exploration and oil and gas production.,72452,No,No,No,HEADQUARTERS,EnCana Corporation,EnCana Corporation,December,8019,3129,-5.27,651,3246.4034,2002,Oil & Gas Exploration & Production,213112,21,Oil and Gas Production and Transportation
10869,Pyramid Corporation,,54.7136949,-115.405642,"5024 Baysell Ave, Swan Hills, Alberta, T0G 2C0",T0G,780-333-2000,780-333-2000,,Pyramid Corporation has over 38 years of extensive electrical  instrumentation and metals manufacturing experience throughout  Canada in the petroleum petro chemical mining and wood products  sectors of industry.  Our firm offers a broad ...,1033,No,Yes,No,BRANCH,PTW Energy Services Ltd,Pyramid Corporation,,,,,,,,Electrical Contractors,238210,23,"Local Real Estate, Construction, and Development"
11054,Dove Centre,Community Options,54.41506,-110.206911,"5107 51 St, Cold Lake, Alberta, T9M 1W3",T9M,780-594-2154,780-594-6117,www.dovecentre.ca,,5113,No,No,No,BRANCH,Dove Centre,Dove Centre,,,,,10,,,Social Assistance,624190,62,Local Community and Civic Organizations
11075,Buhler Ezee-On Inc,,53.50298,-112.073741,"5110 62 St, Vegreville, Alberta, T9C 1N6",T9C,780-632-2126,780-632-2126,,Manufacture of tillage type farm implements (Cultivators Discs  Harrows Air Drills Air Seeders etc) front-end loaders and  post drivers. Member of P.I.M.A. and F.I.M.A.,25144,Yes,Yes,Yes,SINGLE_LOCATION,"NEFTYANOI ALYANS (PAO), KB",Buhler Industries Inc.,,279.9155079,50,,50,,,Construction Machinery Manufacturing,333120,33,Production Technology and Heavy Machinery
11221,Specialty Installations Ltd.,,51.008088,-114.057165,"5151 3 St Se Suite 5151, Calgary, Alberta, T2H 2X6",T2H,,,,Canada's most experienced Intel Authorized Solutions Provider See our homepage at http://www.specialty.ab.ca,1033,No,Yes,No,SINGLE_LOCATION,,,,,2,,2,,,Specialty Contractors,238990,23,"Local Real Estate, Construction, and Development"
11459,Canadian Projects Limited,,50.94091,-114.109351,"523 Woodpark Blvd Sw Suite 240, Calgary, Alberta, T2W 4J3",T2W,403-508-1560,403-238-5460,www.canprojects.com,Canadian Projects Limited is a consulting engineering firm that provides project engineering and management on Hydroelectric Windpower and other Renewable Power Projects in Canada. We have registered Professional Engineers with British Columbia ...,5673,No,No,No,SINGLE_LOCATION,,,,0.94764,,,,,1999,Specialty Contractors,238130,23,"Local Real Estate, Construction, and Development"
11568,Flint Energy Services Ltd.,,58.494565,-119.410481,"53 Imperial Dr, Rainbow Lake, Alberta, T0H 2Y0",T0H,780-956-3941,780-956-2332,,,2874,No,No,No,BRANCH,AECOM,Flint Energy Services Ltd.,,,,,5,,,Electrical Contractors,238210,23,"Local Real Estate, Construction, and Development"
11664,SMS Equipment Inc,,53.5570312,-113.778089,"53113 Range Road 263a, Acheson, Alberta, T7X 5A5",T7X,780-454-0101,780-960-0561,www.smsequip.com,SMS Equipment Inc. provides dedicated focus on the needs of the construction forestry and mining industries and utility product users. SMS Equipment was created to provide customers with integrated solutions and to expand service capabilities as a ...,50020,Yes,Yes,No,HEADQUARTERS,SUMITOMO CORPORATION,SMS Construction And Mining Systems Inc,,317.196,2000,,200,,2002,Wholesale Sector,423810,42,Distribution and Electronic Commerce
12154,Robertson Implements Alberta,,49.79415,-112.128601,"5614 64 St, Taber, Alberta, T1G 1Y8",T1G,403-223-4437,,www.robertsonimplements.com,,2960,No,Yes,No,SINGLE_LOCATION,,,,0.115344,1,,1,,,Farm Support Services,115116,11,Agricultural Inputs and Services
12161,Tesco Corporation,,50.98119,-113.953991,"5616 80 Ave Se, Calgary, Alberta, T2C 4N5",T2C,403-723-7902,403-723-7826,http://www.tescocorp.com,TESCO's primary business involves the design manufacturerental  and sale of Top Drive Drilling Systems Casing Drilling® Rigs drilling  machinery and related equipment. Additionally TESCO is the  acknowledged leader in the advancement of its ...,65434,No,Yes,Yes,HEADQUARTERS,Tesco Corporation,Tesco Corporation,December,542.991,2264,6.54,138,250.0285,1993,Oil & Gas Field Equipment Manufacturing,333132,33,Production Technology and Heavy Machinery
12316,Propak Systems Ltd,,53.29485,-110.036371,"5803 63 Av Crte, Lloydminster, Alberta, T9V 3K2",T9V,780-875-8828,780-875-1083,www.propaksystems.com,Engineers fabricators & constructors to the energy processing industry,1033,No,Yes,No,BRANCH,McPike Investments Ltd,Propak Systems Ltd,,,,,1,,,Specialty Contractors,238290,23,"Local Real Estate, Construction, and Development"
12553,Pyramid Corporation,,49.79714,-112.132691,"6003 60 Ave Unit C, Taber, Alberta, T1G 2C1",T1G,403-223-4598,,,Pyramid Corporation has over 38 years of extensive electrical  instrumentation and metals manufacturing experience throughout  Canada in the petroleum petro chemical mining and wood products  sectors of industry.  Our firm offers a broad ...,2497,No,Yes,No,BRANCH,PTW Energy Services Ltd,Pyramid Corporation,,,,,4,,,Electrical Contractors,238210,23,"Local Real Estate, Construction, and Development"
